sys_yes	好 行 呃
sys_yes	能 的 唉
sys_yes	我 知 道
sys_yes	好 行 啦
sys_yes	恩 对 的
sys_yes	我 知 道 了 啊 我 等 一 下 了 解 一 下
sys_yes	好 的 麻 烦
sys_no	没 兴 趣
sys_yes	行 啊 额
sys_yes	知 道 的
sys_yes	好 嘞 吧
chitchat	干 嘛 呢
sys_yes	对 啊 唉
sys_yes	可 以 喂
sys_yes	OK 哪
sys_yes	唉 可 以
sys_yes	应 该 对 啊
sys_yes	行 好 哪
sys_yes	嗯 要 的
sys_no	不 方 便 呃
sys_yes	好 好 哎
sys_yes	能 啊
sys_yes	当 然 可 以
sys_yes	对 的 唉
sys_yes	OK 呢
sys_no	我 现 在 不 方 便
sys_yes	是 对
sys_yes	您 介 绍 一 下 吧
sys_yes	啊 ok
sys_yes	知 道 了 ok
sys_yes	ok 的
sys_yes	好 的 恩
sys_yes	应 该 要 得
sys_yes	ok 哦
sys_yes	呃 没 关 系
sys_yes	办 过
sys_yes	行 啊 哦
sys_yes	是 的 吧
sys_yes	行 啊 恩
sys_yes	ok 喂
sys_yes	你 有 什 么 事 直 说
sys_no	不 可 以 哪
sys_no	没 有 听 到
sys_yes	唉 行 吧
sys_yes	OK 再 见
sys_yes	恩 行
sys_yes	呃 行 吧
sys_yes	可 以 恩
sys_yes	哦 是 的
sys_yes	对 的 啊
sys_yes	恩 没 问 题
sys_no	不 清 楚
sys_no	不 需 要
sys_no	不 愿 意
sys_no	不 可 以 唉
chitchat	你 听 到 吗
sys_yes	呃 行 行
sys_no	我 在 开 车 不 好 意 思 啊
sys_yes	我 知 道 了 好 的
sys_yes	应 该 是
sys_yes	好 是 的
sys_yes	晓 得 吧
sys_yes	是 啊 嗯
sys_no	没 空 啊
sys_yes	知 道 那
sys_yes	是 的 嗯
chitchat	谢 谢
sys_yes	呃 是 的
sys_yes	唉 没 问 题
sys_no	不 行 唉
sys_yes	我 可 以
sys_yes	能 的
sys_yes	哦 是
chitchat	听 不 到
sys_yes	可 以 了
chitchat	这 样 子 啊
sys_yes	知 道 了 行 行
sys_yes	ok 了
sys_yes	是 的 哎
sys_yes	恩 哦 哦 好
sys_yes	唉 对 的
sys_yes	哎 是 啊
sys_yes	哦 没 关 系
sys_no	不 需 要 啊 不 需 要 不 需 要 啊
sys_yes	行 好 呢
sys_no	哎 不 考 虑
sys_no	我 不 需 要 哈
sys_no	不 可 以 吧
sys_yes	行 好 行
sys_yes	能 的 额
sys_yes	那 你 说 吧
sys_no	不 打 算
sys_yes	继 续
sys_yes	啊 没 问 题
sys_yes	是 呢
sys_no	不 好 唉
sys_yes	ok 好
chitchat	怎 么 说
sys_yes	要 得
sys_yes	对 啊 呀
sys_no	不 是 的
sys_no	没 去 过
chitchat	目 前
sys_yes	是 知 道
sys_yes	能 的 呀
sys_yes	是 的 呃
sys_no	啊 不 用
sys_yes	对 吧
sys_yes	对 啊 哦
sys_yes	应 该 知 道
sys_yes	嗯 谢 谢
sys_yes	呃 能 的
sys_yes	好 嘞 我 知 道 了
sys_yes	行 是
sys_yes	我 考 虑 一 下
sys_yes	好 好 额
sys_yes	要 的 哦
sys_yes	晓 得 唉
sys_yes	哎 对 啊
sys_yes	额 好 谢 谢
sys_yes	那 要 的
sys_yes	对 的 喂
sys_yes	能 的 了
sys_yes	知 道 了 好 行
sys_yes	我 好 谢 谢
sys_yes	那 ok
sys_yes	知 道 了 是 的
sys_yes	行 的 哪
sys_yes	是 喂
sys_no	我 现 在 在 上 班 我 没 时 间 不 方 便 接 电 话
sys_yes	行 要 的
sys_yes	好 是 啊
sys_yes	知 道 谢 谢
sys_yes	呃 是
sys_no	没 空
sys_yes	要 得 哈
sys_yes	知 道 了 行 的
sys_yes	哎 好 拜 拜
sys_no	不 行 哦
sys_yes	行 的 喂
sys_yes	对 啊 吧
sys_yes	是 的 呀
sys_yes	挺 好
sys_no	不 做
sys_yes	啊 好 的
sys_yes	要 得 那
sys_yes	呃 对
sys_yes	没 问 题
sys_yes	好 的 那
sys_yes	晓 得 拜 拜
sys_no	不 好 呢
sys_yes	方 便 方 便
chitchat	音 量 很 低
sys_yes	知 道 了 好 的
sys_yes	嗯 好 嘞
sys_yes	好 是
sys_yes	我 好 的
chitchat	没 听 见
sys_yes	行 吧 了
sys_yes	我 没 问 题
sys_no	不 用 打 电 话 了 好 吗
sys_yes	应 该 ok
sys_yes	呃 行 好
sys_yes	ok 呢
sys_yes	ok
sys_yes	啊 行 吧
sys_no	不 加
sys_yes	要 的 再 见
sys_yes	额 对
sys_yes	是
sys_no	不 想
sys_yes	啊 好 嘞
sys_yes	对 的 嗯
sys_yes	要 得 呢
sys_yes	行 的 那
sys_no	我 现 在 暂 时 不 用 不 用 我 现 在 这 里 开 会 不 好 意 思 啊
sys_yes	要 得 唉
sys_yes	有 空
sys_yes	恩 好 谢 谢
sys_yes	恩 好 拜 拜
sys_yes	恩 对
sys_yes	啊 OK
sys_yes	好 的 哦
sys_yes	行 知 道 了
sys_no	不 太 需 要
sys_yes	毫 无 疑 问
sys_yes	我 行 行
sys_yes	唉 没 关 系
sys_yes	哎 没 关 系
sys_no	没 有 打 算
sys_yes	好 好 喂
sys_no	不 需 要 了 不 需 要 了
sys_no	不 可 以 哦
sys_yes	呃 晓 得
sys_yes	好 的 谢 谢
sys_yes	恩 没 关 系
sys_yes	哎 知 道
sys_no	嗯 不 用
sys_yes	OK 了
chitchat	很 忙
sys_yes	是 的 唉
sys_yes	啊 好 再 见
sys_no	不 方 便 唉
sys_yes	要 得 谢 谢
chitchat	喂 喂 喂
chitchat	喂 喂 喂 喂
sys_yes	哎 要 的
chitchat	喂
sys_yes	行 行 麻 烦
sys_no	现 在 没 空 啊
sys_yes	啊 要 的
sys_yes	好 好 哦
sys_yes	确 定
sys_yes	我 是
sys_yes	啊 知 道
sys_no	这 个 我 不 需 要
sys_yes	ok 吧
sys_yes	好 的 再 见
sys_yes	呃 对 啊
sys_no	哎 不 需 要
sys_yes	行 行 唉
sys_yes	额 好 的
sys_yes	对 的 呢
sys_yes	对
sys_yes	哎 对
sys_no	不 好 的
sys_yes	行 啊 吧
sys_yes	恩 知 道
sys_yes	能 的 好
sys_yes	是 的
sys_no	没 什 么 时 间
sys_yes	行 好
sys_yes	要 的 好
sys_yes	对 啊 啊
sys_yes	知 道 了 晓 得
sys_yes	啊 能 的
sys_yes	对 那
sys_yes	能 的 呃
sys_no	不 可 以 哈
sys_yes	不 错
chitchat	声 音 太 低
sys_no	没 的 兴 趣
sys_yes	好 的 哪
sys_yes	应 该 好 行
sys_yes	可 以 麻 烦
sys_yes	啊 晓 得
sys_yes	额 能 的
sys_yes	好 吧 行 吧
sys_no	不 用 了 不 用 了
sys_yes	我 行 好
sys_yes	嗯 对 的
sys_yes	ok 那
sys_yes	啊 对 的
sys_yes	能 的 哎
sys_yes	要 得 呀
sys_yes	收 到 了
sys_yes	好 好 拜 拜
sys_yes	知 道 麻 烦
sys_yes	好 要 得
sys_yes	额 可 以
sys_yes	对 的 你 说
sys_yes	有 啊
sys_yes	呃 好 的
sys_yes	知 道 再 见
sys_yes	是 的
sys_no	不 需 要 不 需 要 不 需 要 啊 不 好 意 思 啊
sys_yes	可 以 拜 拜
sys_yes	呃 行 的
sys_no	不 好 吧
sys_yes	哎 是 的
sys_yes	行 好 那
sys_no	我 现 在 不 需 要 的
sys_no	不 用 不 用 不 用
sys_yes	可 以 嗯
chitchat	很 吵
sys_yes	可 以 可 以
sys_yes	这 个 我 知 道
sys_yes	唉 好 行
sys_yes	OK 嗯
sys_yes	对 啊 了
sys_yes	对 啦
sys_no	不 用 了
sys_yes	额 好 再 见
sys_yes	好 行 哪
sys_yes	好 嘞 嗯
sys_yes	行 好 再 见
sys_yes	好 的 哈
sys_yes	行 行 谢 谢
sys_yes	我 是 啊
sys_no	不 好 哈
sys_yes	我 OK
sys_no	这 个 我 不 清 楚
sys_yes	好 了
sys_yes	行 行 吧
sys_yes	行 吧 行 吧 是 的
sys_no	找 别 人
sys_yes	知 道 哎
sys_yes	行 的 拜 拜
sys_yes	能 去
sys_yes	嗯 晓 得
sys_yes	已 经 有
sys_yes	哦 晓 得
sys_yes	要 得 嗯
sys_yes	好 啊 你 说
sys_no	不 行 额
sys_yes	嗯 好 拜 拜
sys_yes	行 的
sys_yes	哦 好 行
sys_no	哦 不 用
sys_yes	嗯 好 行
sys_yes	哦 可 以
sys_yes	好 行 那
sys_yes	我 行 啊
sys_yes	那 行 行
sys_yes	应 该 是 啊
sys_yes	啊 好 行
sys_yes	啊 哦 哦 行
sys_yes	知 道 了 对 啊
sys_yes	晓 得 哪
sys_yes	是 哈
sys_yes	额 OK
sys_yes	OK 呃
sys_yes	行 吧 麻 烦
sys_yes	哦 行 的
sys_yes	好 行 啊
sys_yes	好 嘞 再 见
sys_yes	好 好 那
sys_no	我 这 边 不 需 要
sys_yes	好 行 额
chitchat	你 有 什 么 事 吗
sys_yes	能 的
sys_yes	好 ok
sys_yes	行 对
sys_yes	那 好 行
sys_yes	是 啊 啦
sys_yes	行 行 哦
chitchat	在 上 班
sys_yes	嗯 行 的
sys_yes	好 好 再 见
sys_yes	好 的 喂
sys_yes	对 额
sys_yes	要 得 哪
sys_yes	能 的 嗯
sys_yes	是 啊 呀
sys_no	打 错
sys_yes	是 唉
sys_yes	行 是 的
sys_yes	好 嘞 好
sys_yes	那 好 好
sys_yes	好 嘞
sys_yes	还 可 以
sys_yes	好 对
sys_yes	知 道 嗯
chitchat	吃 饭 吃 饭
sys_no	不 行 呢
sys_yes	恩 好 的
sys_yes	应 该 好 嘞
sys_yes	行 行 哈
sys_yes	好 的 好 的
sys_yes	好 的 的
chitchat	什 么 没 听 清 楚
sys_yes	需 要
sys_yes	好 可 以
sys_yes	嗯 OK
sys_yes	啊 行
sys_no	不 要
sys_yes	恩 要 得
sys_yes	好 行 唉
sys_no	不 方 便 哪
sys_yes	行 的 啦
sys_yes	行 吧 拜 拜
sys_yes	唉 对 啊
sys_yes	行 好 呃
sys_no	不 是
sys_yes	行 的 吧
chitchat	音 量 很 轻
sys_yes	可 以 哎
sys_yes	要 的 嗯
chitchat	说 话 啊
sys_yes	要 的 呃
sys_yes	嗯 要 得
sys_yes	可 以 额
sys_yes	行 好 啊
sys_no	不 方 便 额
sys_yes	能 的 啦
sys_yes	好 的 哎
sys_yes	行 行 哪
sys_yes	是 啊 哈
sys_yes	知 道 了 行 吧
sys_yes	嗯 好
sys_no	不 好 哎
sys_no	不 需 要 不 需 要 了
sys_yes	行 的 的
sys_yes	OK 谢 谢
sys_yes	恩 行 啊
sys_yes	哦 好 拜 拜
sys_yes	有 点 印 象
sys_yes	哎 行 啊
sys_yes	那 对
sys_yes	哦 行 好
sys_yes	知 道 哦
sys_yes	你 继 续
sys_yes	行 晓 得
sys_yes	ok 哪
sys_no	不 了 解
sys_yes	要 的 那
sys_yes	要 的 哎
sys_yes	是 行 行
sys_yes	ok 麻 烦
sys_yes	能 的 呢
sys_yes	好 好 哪
sys_yes	应 该 要 的
sys_no	没 钱
sys_yes	是 行 的
sys_yes	哦 好
sys_yes	嗯 能 的
sys_no	不 可 以 那
sys_yes	晓 得 的
sys_yes	对 唉
sys_yes	好 拜 拜
sys_yes	呃 好 拜 拜
sys_yes	对 啊 啦
chitchat	什 么 事 情
sys_yes	好 好 唉
sys_no	嗯 拜 拜
chitchat	我 现 在 开 会 呢
sys_yes	ok 拜 拜
sys_yes	是 啊 唉
chitchat	声 音 太 小
sys_no	啊 不 需 要
sys_yes	可 以 啊
chitchat	声 音 很 低
sys_yes	确 实 是
sys_yes	好 嘞 呃
sys_no	不 需 要 不 需 要 不 需 要
sys_yes	恩 晓 得
sys_no	我 们 现 在 暂 时 不 需 要
sys_yes	好 行 的
chitchat	音 量 很 小
sys_yes	行 吧 哈
sys_yes	行 好 嘞
sys_yes	呃 可 以
sys_no	没 进 去 啊
sys_yes	可 以 哪
sys_yes	行 啊 好
sys_yes	好 的 拜 拜
chitchat	你 说 的 什 么
sys_yes	对 呀
sys_yes	好 好 的
sys_yes	是 额
sys_yes	可 以 呢
sys_yes	是 吧
sys_yes	恩 行 行
sys_yes	对 的 呃
sys_yes	要 的 呢
chitchat	再 说 一 遍
sys_yes	那 可 以
sys_yes	哎 好 谢 谢
sys_yes	哎 好 再 见
sys_yes	行 好 喂
sys_yes	对 呃
sys_yes	知 道 唉
sys_no	没 考 虑
sys_yes	行 可 以
sys_no	不 行 哎
sys_yes	行 的 嗯
sys_no	不 太 方 便
sys_yes	好 行 知 道
sys_yes	哦 好 好
sys_yes	是 啦
sys_yes	是 啊 呢
sys_yes	额 行 啊
sys_no	不 方 便 吧
sys_yes	要 的 啦
sys_yes	可 以 吧
sys_yes	知 道 了 是 啊
sys_yes	晓 得 那
sys_yes	晓 得 再 见
sys_no	不 需 要 拜 拜
sys_yes	要 的 哈
sys_yes	我 好 好
sys_yes	怎 么 啦
sys_yes	哎 OK
sys_yes	嗯 好 谢 谢
sys_yes	对 的 哦
sys_yes	行 好 啦
sys_yes	好 行 嗯
sys_yes	是 的 哦
sys_yes	要 得 哎
sys_yes	恩 好 行
sys_yes	呃 知 道
sys_yes	好 好 麻 烦
sys_yes	我 知 道 了
sys_yes	我 好 嘞
sys_yes	是 好 好
sys_yes	额 没 关 系
sys_no	不 行 呀
sys_yes	好 的 呀
sys_no	不 用 了 不 用 了 不 去 了
sys_yes	行 好 的 好 好
sys_yes	额 要 得
sys_yes	啊 要 得
sys_yes	晓 得 好
sys_yes	有 过
sys_yes	唉 好 拜 拜
sys_yes	啊 可 以
chitchat	声 音 大 一 点
chitchat	再 说 一 下
sys_no	不 用 不 用 不 用 不 用
sys_yes	对 的 额
sys_yes	知 道 呀
sys_yes	行 OK
sys_yes	呃 要 的
sys_no	不 行 哈
sys_yes	是 OK
sys_yes	对 啊 那
sys_yes	好 好 了
sys_yes	行 吧
sys_yes	额 行 吧
sys_no	不 行 吧
sys_yes	哦 好 的
sys_yes	好 的 啊
sys_yes	啊 是 啊
sys_yes	好 好 嗯
sys_yes	行 啊 谢 谢
sys_yes	啊 好 拜 拜
sys_yes	好 得
sys_yes	能 的 麻 烦
chitchat	没 听 到
sys_yes	ok 谢 谢
sys_yes	行 好 谢 谢
sys_yes	恩 可 以
sys_yes	好 好 恩
sys_yes	哦 行 吧
chitchat	你 说 了 什 么
sys_yes	好 的 吧
chitchat	谢 谢 挂 了
sys_yes	呃 OK
sys_yes	好 的 呢
sys_no	唉 不 需 要
sys_yes	ok 唉
sys_yes	就 是
sys_yes	行 啊 那
sys_yes	好 能 的
sys_yes	要 的 呀
sys_yes	晓 得 呀
sys_yes	是 的 哈
sys_yes	额 行 好
sys_yes	我 看 一 下 啊
sys_yes	好 没 关 系
sys_no	不 好
sys_yes	OK 哈
sys_yes	好 对 的
sys_yes	应 该 行 啊
sys_yes	我 没 关 系
sys_yes	嗯 ok
sys_no	不 方 便 哦
sys_yes	行 行 啊
sys_yes	可 以 那
sys_yes	应 该 OK
sys_yes	晓 得 恩
sys_yes	额 要 的
sys_yes	对 的 哎
sys_yes	嗯 知 道
sys_yes	知 道 啊
sys_yes	要 得 了
sys_yes	行 好 唉
sys_no	今 天 不 行
sys_yes	是 的 对 的 对 头 对 的
sys_yes	啊 没 关 系
sys_yes	哦 好 嘞
sys_yes	可 以 唉
sys_no	不 是 很 方 便
sys_yes	要 得 啊
sys_no	不 好 呀
sys_no	不 好 喂
sys_yes	应 该 对
sys_yes	我 行 吧
sys_yes	呃 要 得
chitchat	需 要 再 联 系 咯
sys_yes	能 的 那
chitchat	没 有 听 见
sys_yes	哦 是 啊
sys_yes	OK 那
sys_yes	嗯 是
sys_yes	行 的 唉
sys_yes	晓 得 额
sys_yes	嗯 对
sys_yes	行 行 哎
sys_yes	对 啊 喂
sys_yes	要 的
sys_yes	我 要 的
sys_no	现 在 不 需 要
sys_yes	嗯 好 的
sys_yes	额 行 行
sys_yes	哎 好 嘞
sys_yes	恩 行 吧
sys_yes	是 行 好
sys_yes	安 排
sys_yes	知 道 恩
chitchat	没 有 听 明 白
sys_yes	是 啊 哎
sys_yes	是 的 再 见
sys_no	没 兴 趣 没 时 间
sys_yes	对 头
chitchat	听 不 清
sys_yes	是 好 行
sys_yes	呃 ok
chitchat	你 讲 了 啥
sys_yes	是 嗯
sys_no	暂 时 不
sys_yes	对 哈
sys_yes	那 行 好
sys_yes	好 嘞 的
sys_yes	那 好 嘞
sys_yes	行 行 呢
sys_no	不 同 意
sys_yes	是 啊 吧
sys_yes	唉 好 谢 谢
sys_yes	有 需 要
sys_yes	知 道 了 行 啊
sys_yes	了 解
sys_yes	行 好 吧
sys_no	不 对
sys_no	不 方 便 哎
sys_yes	要 的 了
sys_yes	好 好 呢
sys_yes	唉 OK
sys_yes	知 道 了 好 嘞
sys_yes	要 的 啊
sys_yes	是 的 那
sys_yes	呃 好 好
chitchat	听 不 见
sys_yes	有 需 求
sys_no	不 好 那
sys_no	不 用 了 不 用 了 不 用 了
sys_yes	我 需 要
sys_yes	可 以 谢 谢
sys_yes	行 行 恩
sys_yes	那 对 的
sys_no	我 没 有 这 个 需 要
sys_yes	行 啊 哎
sys_yes	哎 ok
sys_no	我 说 我 没
chitchat	声 音 很 轻
sys_yes	是 要 得
sys_no	不 方 便 哈
sys_yes	是 啊 额
sys_yes	晓 得 哈
sys_yes	是 的 啊
sys_yes	可 以 再 见
sys_no	不 用
sys_yes	晓 得 呃
sys_yes	能 的 哈
sys_yes	我 好 行
sys_yes	没 关 系
sys_yes	行 好 哈
sys_yes	对 的 哪
sys_no	不 可 以 呀
sys_no	没 有
sys_no	不 好 哦
sys_yes	我 晓 得
sys_yes	唉 对
chitchat	你 讲 了 什 么
chitchat	那 个 你 稍 等 一 会 儿 吧 我 现 在 忙
sys_yes	是 的 拜 拜
sys_no	不 要 不 要 不 要
sys_yes	那 对 啊
sys_yes	说 下
sys_yes	应 该 行 好
sys_yes	知 道 哪
sys_yes	能 的 哪
sys_yes	行 好 了
sys_no	不 了
chitchat	声 音 很 小
sys_yes	行 是 啊
sys_yes	额 好 拜 拜
sys_yes	额 晓 得
sys_yes	行 啊 拜 拜
sys_no	不 好 意 思 现 在 不 需 要
chitchat	你 讲 的 啥
sys_yes	能 的 谢 谢
sys_yes	是 的 啦
sys_yes	OK 哎
sys_yes	可 以 您 说
sys_yes	应 该 可 以
sys_yes	好 嘞 呀
sys_yes	然 后
sys_yes	可 以 呃
sys_yes	行 的 好
sys_yes	好 嘞 谢 谢
sys_yes	啊 好 好
sys_yes	行 好 拜 拜
sys_yes	哎 要 得
sys_no	哦 不 需 要
sys_yes	你 有 事 吗
sys_yes	好 行 行
sys_yes	那 行
sys_yes	晓 得 哎
sys_yes	行 啊 呢
sys_no	嗯 不 需 要
sys_yes	行 啊 呃
sys_yes	知 道 了 对
sys_yes	OK 喂
sys_yes	行 吧 那
sys_yes	行 的 呀
sys_yes	是 是 的
sys_yes	OK 恩
sys_no	我 暂 时 不 需 要 了
sys_yes	好 的 好
sys_yes	OK 好
sys_yes	啊 是
sys_yes	好 行 哦
sys_yes	行 吧 呢
sys_yes	好 行 谢 谢
sys_yes	好 行 吧
sys_yes	应 该 是 的
sys_no	我 不 需 要 我 不 需 要 以 后 不 要 打 我 电 话 了
sys_yes	行 行 嗯
sys_yes	行 啊 唉
sys_yes	我 考 虑
sys_yes	要 得 吧
sys_yes	恩 好 再 见
sys_yes	对 呢
sys_yes	好 好 啊
sys_yes	有 什 么 事 快 说
sys_yes	行 好 呀
sys_yes	你 好 说
sys_yes	什 么 是
chitchat	干 嘛
sys_yes	好 知 道 了
sys_yes	唉 晓 得
sys_yes	行 啊 啊
sys_yes	要 的 哪
chitchat	没 听 清
sys_yes	呃 没 问 题
sys_yes	讲 下
sys_yes	是 的 谢 谢
sys_yes	应 该 行 行
sys_no	没 有 兴 趣 没 兴 趣
sys_yes	行 行 呃
sys_yes	行 好 好
sys_yes	行 的 谢 谢
sys_yes	行 吧 啦
sys_yes	怎 么 样
sys_yes	那 要 得
sys_yes	好 嘞 呢
sys_yes	知 道 了 知 道
sys_yes	啊 行 啊
sys_yes	应 该 能 的
sys_yes	什 么 事 啊
sys_yes	当 然
sys_yes	哎 行 行
sys_yes	有 的
sys_yes	行
sys_no	不 要 再 给 我 打 电 话 了
sys_yes	晓 得 喂
sys_no	唉 不 用
sys_yes	能 的 喂
sys_no	没 需 求
sys_no	再 见
sys_yes	哎 对 的
sys_yes	是 啊 喂
chitchat	稍 微 等 一 会 吧 现 在 在 忙 好 不 好
sys_yes	那 能 的
sys_yes	行 行 额
sys_yes	对 啊 哈
sys_yes	晓 得
chitchat	听 不 明 白
sys_yes	唉 好 的
sys_yes	可 以 哦
sys_yes	哦 行 行
sys_yes	行 吧 的
sys_yes	好 嘞 好 我 回 头 看 一 下 啊
sys_yes	好 的
chitchat	挂 了
sys_yes	对 啊 额
sys_yes	知 道 了 可 以
sys_yes	哎 是
sys_no	暂 时 没 有
sys_yes	要 得 的
sys_no	不 行 哪
sys_yes	啊 行 行
sys_yes	好 嘞 额
sys_no	正 在 开 车 不 方 便 哦
sys_yes	嗯 可 以
sys_yes	恩 能 的
sys_yes	ok 啦
sys_yes	OK 麻 烦
sys_no	哎 不 用
sys_yes	行 吧 唉
sys_yes	行 对 的
sys_yes	恩 是 的
sys_yes	是 的 了
sys_yes	行 行
sys_yes	哎 好 行
sys_yes	行 要 得
sys_yes	行 啊 麻 烦
sys_yes	行 吧 额
sys_yes	行 啊 的
sys_yes	恩 是
sys_yes	嗯 是 的
sys_yes	唉 好 嘞
sys_no	暂 时 不 需 要
sys_yes	肯 定
sys_yes	嗯 行 啊
sys_yes	行 吧 再 见
sys_no	谢 谢 不 需 要
chitchat	音 量 太 低
sys_no	不 需 要 不 需 要
sys_yes	您 说
sys_yes	对 啊 呃
sys_yes	能 的 再 见
sys_yes	是 的 额
sys_yes	额 对 啊
sys_yes	好 好 呃
sys_yes	行 的 哦
sys_yes	哎 可 以
sys_yes	OK 哦
sys_no	不 知 道
sys_yes	哦 ok
sys_yes	行 行 喂
sys_yes	要 得 哦
sys_no	暂 时 不 用 了
sys_yes	额 好 行
sys_yes	行 的 哈
sys_yes	要 得 麻 烦
sys_yes	那 是 啊
sys_yes	是 啊 哦
sys_yes	行 吧 啊
sys_yes	OK 呀
sys_yes	行 的 了
sys_yes	好 行 再 见
chitchat	是 什 么 来 着
sys_no	不 好 啊
sys_yes	那 好 的
sys_yes	额 好 好
sys_yes	知 道 了
sys_yes	好 嘞 哪
sys_yes	那 行 吧
sys_yes	知 道 了 是
sys_yes	是 啊
sys_yes	好 行
sys_yes	好
sys_no	啊 不 考 虑
sys_yes	是 的 呢
sys_yes	嗯 对 啊
sys_yes	知 道 了 好 好
sys_yes	晓 得 谢 谢
sys_yes	好 的 了
sys_yes	那 我 知 道 了
sys_yes	行 没 问 题
sys_yes	好 嘞 唉
sys_yes	啊 对
sys_yes	你 讲
sys_yes	好 的 我 知 道 了
sys_yes	好 好 好
sys_yes	对 的 啦
sys_yes	ok 呀
sys_yes	行 啊 再 见
sys_yes	行 的 恩
sys_yes	是 是
sys_no	我 不 用 我 不 用
sys_no	用 不 着
sys_yes	对 啊
sys_yes	好 嘞 喂
sys_yes	好 嘞 哦
sys_yes	行 啊 了
sys_yes	行 的 哎
sys_yes	行 行 呀
sys_yes	好 行 恩
sys_no	没 打 算
sys_yes	好 的 唉
sys_no	不 不 需 要 了
sys_no	唉 挂 了
sys_no	暂 时 先 不 考 虑 吧
sys_yes	是 能 的
sys_yes	是 行 啊
sys_yes	知 道 啦
sys_yes	行 好 恩
sys_yes	哦 要 的
sys_no	没 需 要
sys_yes	OK 唉
sys_no	不 好 意 思 不 需 要 啊
sys_yes	应 该 好 的
sys_yes	同 意
sys_yes	哎 好 好
sys_yes	啊 好
sys_yes	哎 晓 得
chitchat	喂 喂 喂 喂 喂
sys_no	没 有 时 间
sys_yes	知 道 了 能 的
sys_yes	我 能 的
sys_no	不 可 以 呃
sys_yes	什 么 样
sys_yes	哦 行 啊
sys_yes	知 道 了 对 的
sys_yes	好 嘞 哈
sys_yes	你 说 一 下
sys_yes	我 对
sys_no	我 现 在 没 时 间 好 吧
sys_no	不 行
sys_yes	知 道 哈
sys_no	唉 不 考 虑
sys_yes	行 的 麻 烦
sys_yes	是 的 好
sys_yes	那 晓 得
